ASV,MannWU_stat,p_value,MSI_pos_mean,MSI_neg_mean
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.2,2099.0,0.5805697145186395,0.00027220614419452084,0.0008131254275779735
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_aerofaciens.1,2030.0,0.5760205300929531,0.014877206308991926,0.01850044543179567
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-003_NA.9,2321.0,0.5751425467516518,0.0006955192157997378,0.0009255100778502134
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.51,2083.0,0.5663780434473102,0.00010312426951522303,0.00021770501892582432
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.4,2030.5,0.5551564009091616,0.0011730178951720775,0.002163737868957191
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.165,2324.0,0.5522123844954756,0.0008089754913362929,0.0011407638196346006
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.43,2066.0,0.5503344347832526,0.00024166123894973153,0.000295379126969695
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Butyrivibrio_crossotus.1,2019.0,0.5437093157260253,0.002724692445953402,0.0071054190837143
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_intestinalis.1,2047.0,0.539988036097816,0.0004843556135515085,0.0008038807119704135
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_obeum.1,2015.0,0.5393049934188836,0.0026749135437821986,0.0031543874948425487
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_NA.7,2251.0,0.5340670119270583,6.365546926643375e-05,0.00032201109595654726
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.290,2339.0,0.5334280637379398,0.006319873175350883,0.0033507975613220023
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.31,2067.5,0.5321600312412602,0.0003751005808372443,0.00019517388817753915
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Colidextribacter_NA.14,2052.5,0.5316748208471049,0.00029284784656185073,0.0004952911589528863
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.59,2356.0,0.5312698972331884,0.005343154998961974,0.0023576893559552428
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_intestinihominis.2,2324.0,0.5311182533280314,0.0019416752923141637,0.0006757836850560617
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.18,2051.0,0.5298301825013567,0.0003599305919201325,0.000690821315240328
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.13,2029.0,0.5284799616941341,0.000897116972580118,0.0011264554915612832
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.53,2033.0,0.5278904611768527,0.00036884110950054683,0.0006595567268602528
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.53,2255.0,0.5269233277382808,0.0005577714980193946,5.551318042202043e-05
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_intestinalis.1,2024.0,0.5248366339022936,0.0013965375047565642,0.0021843989595014724
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Slackia_isoflavoniconvertens.1,2311.0,0.523814650464007,0.0008446539100007232,0.00025852596203715226
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.55,2084.0,0.5227553978711579,0.0001244916257066919,0.0002858202817257909
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_stercoris.1,2010.0,0.5218899790223415,0.009384166348431016,0.004906822855661727
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_intestinalis.3,2082.0,0.521583057150518,0.00010062541797557633,0.0002659264834989736
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.2,2006.0,0.5128732193766126,0.0017241378657420411,0.0028491645268500306
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Eubacterium-siraeum-group_NA.13,2069.5,0.5100132912024083,5.870417599902763e-05,0.00031961717556883634
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.5,2366.0,0.5084763295134349,0.04176668563425858,0.039010647032986526
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_coprocola.4,2027.0,0.506589151975347,0.000375936867814806,0.002378905885816048
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.18,2000.0,0.5038156680149766,0.006945775727054195,0.007506105306323593
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_7_NA.8,2302.0,0.5026118450149226,0.0015359298513948523,0.0004508735323838728
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae-NK4A136-group_NA.52,2371.0,0.49686658767211966,0.009706332748637723,0.006169622889614535
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.66,2047.0,0.49516023065018744,0.0002806206189853216,0.00033143767111841834
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.359,2294.0,0.4893004320531503,0.0010720970640084092,0.000693747280139369
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.41,2038.5,0.48875299342746337,0.0002409344187172447,0.00037106100415201755
Bacteria_Firmicutes_Clostridia_Clostridia-vadinBB60-group_NA_NA_NA.61,2048.0,0.48711092931201216,0.0002461492049768265,0.0005408173525915912
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_CAG-873_NA.3,2033.0,0.4867951922904251,0.00027487038122762404,0.0034803812757067012
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_massiliensis.2,2009.0,0.4866099308055959,0.001705775932441809,0.0019765938778798574
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.304,2352.0,0.48558181751633556,0.004621682900219883,0.003504658687446164
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.396,2318.0,0.485469521626822,0.0006898704696020787,0.0010622398190932244
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.331,2073.0,0.4853421369284502,8.192812177014237e-05,0.0003293706338589063
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.118,2302.5,0.4834790472567415,0.00019034682876562943,0.00034926838959119764
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.13,2057.0,0.4811795762144533,0.00012420814107525995,0.0003947256374433661
