Row,Column,p_corr
U299,U299,1.0
U299,U300,0.4958737114470998
U299,U301,0.5645198424912539
U299,U302,0.4939961798129857
U299,U303,0.6185320185519766
U299,U304,0.5356954563293057
U299,U305,0.5460227642161743
U299,U306,0.38273435502490777
U299,U307,0.46576756820867243
U299,U308,0.6023464606403899
U299,U309,0.6122109322799331
U299,U310,0.673618314319092
U299,U311,0.5830611322448797
U299,U312,0.48213519778940234
U299,U313,0.38014771835173683
U299,U314,0.6281614743140503
U299,U315,0.5053407619690421
U299,U316,0.40223022148964566
U299,U317,0.3112791360146538
U299,U318,0.1977705694133697
U299,U319,0.665057544544511
U299,U320,0.46732138420097463
U299,U321,0.5137912730076336
U299,U322,0.3432883736407267
U299,U323,0.3266861492627238
U299,U324,0.5465763479969742
U299,U325,0.6874010924518426
U299,U326,0.5745710572947328
U299,U327,0.571777053860366
U299,U328,0.4918699110044094
U299,U329,0.14130740487319687
U299,U330,0.28616560161661686
U299,U331,0.4694295898845828
U299,U332,0.1243333001219245
U299,U333,0.36312038212648357
U299,U334,0.18929899780583465
U299,U335,0.4279596455035669
U299,U336,0.39945572379944067
U299,U337,0.22276837919392295
U299,U338,0.7171016165432895
U299,U339,0.47902222508795694
U299,U340,0.23206847365254443
U299,U341,0.4765871589544233
U299,U342,0.4162053359962548
U299,U343,0.1852842812094121
U299,U344,0.1487645811127262
U299,U345,0.6091213420567089
U299,U346,0.6414938467135262
U299,U347,0.4011679974463161
U299,U348,0.4694313226134637
U299,U349,0.5219875419244292
U299,U350,0.41304792772453863
U299,U351,0.5394014494977197
U299,U352,0.3935107973765343
U299,U353,0.40091262293763863
U299,U354,0.5451142052607569
U299,U355,0.6913573371021894
U299,U356,0.5078900107838399
U299,U357,0.1298895895056198
U299,U358,0.4643547883885533
U299,U359,0.216240979205987
U299,U360,0.2767672494245532
U299,U361,0.5041983136379361
U299,U362,0.43322900712981255
U299,U363,0.38125468405681
U299,U364,0.2154854015976838
U299,U365,0.7019051853293251
U299,U366,0.3491594587767541
U299,U367,0.47105755206618594
U299,U368,0.4407803505646992
U299,U369,0.3664777267398283
U299,U370,0.5812732959279625
U299,U371,0.6496799545895905
U299,U372,0.5126802991365178
U299,U373,0.32511102105065004
U299,U374,0.43840979844250166
U299,U375,0.33043334154785464
U299,U376,0.6162330998799306
U299,U377,0.4790911111995431
U299,U378,0.208302092238566
U299,U379,0.35885810363156273
U299,U380,0.6642043463870992
U299,U381,0.24288660697748962
U299,U382,0.40667459395094113
U299,U384,0.7218058803778999
U299,U386,0.6922546923056424
U299,U387,0.6275462200587122
U299,U388,0.6028161049170098
U299,U389,0.6237487713838592
U299,U391,0.7460641027281474
U299,U392,0.5829587330980089
U299,U394,0.6244094933973517
U299,U395,0.2438077313120363
U299,U397,0.5563081227165441
U299,U398,0.1671454713144465
U300,U300,1.0
U300,U301,0.6484955148024405
U300,U302,0.8258832684432752
U300,U303,0.3505151562808446
U300,U304,0.745176909831963
U300,U305,0.6640261702915904
U300,U306,0.41247509245236613
U300,U307,0.4753261046659519
U300,U308,0.5797184353596221
U300,U309,0.52092618623463
U300,U310,0.8275969623284403
U300,U311,0.5910227873232486
U300,U312,0.37287351999523266
U300,U313,0.7640705895023424
U300,U314,0.5070314355360951
U300,U315,0.7166458968306556
U300,U316,0.4246965998641455
U300,U317,0.2778210511543205
U300,U318,0.2004571152523629
U300,U319,0.18323909514059455
U300,U320,0.5514750611401239
U300,U321,0.585471745962537
U300,U322,0.45662722389280763
U300,U323,0.5130228466449486
U300,U324,0.7943749053777722
U300,U325,0.3684876373593758
U300,U326,0.7142846206259206
U300,U327,0.5761917039290005
U300,U328,0.20680255127506203
U300,U329,0.18726504234851818
U300,U330,0.4930451909340727
U300,U331,0.8957216997037689
U300,U332,0.24479947255029125
U300,U333,0.3912716191168202
U300,U334,0.34228492440324626
U300,U335,0.658815173466516
U300,U336,0.5178340101372169
U300,U337,0.5003262317154538
U300,U338,0.3756445498247296
U300,U339,0.7084915917341702
U300,U340,0.3275755768521017
U300,U341,0.5706602277225148
U300,U342,0.5553196320936514
U300,U343,0.15070568493226041
U300,U344,0.19272986557687977
U300,U345,0.5248723775118423
U300,U346,0.14920499636645057
U300,U347,0.396565328193929
U300,U348,0.34204041714800804
U300,U349,0.6669694066450343
U300,U350,0.7417968994508235
U300,U351,0.7485569694967978
U300,U352,0.8218525842133567
U300,U353,0.601868134383156
U300,U354,0.7320372780861139
U300,U355,0.554229060438841
U300,U356,0.7489261636096725
U300,U357,0.17740205052968383
U300,U358,0.5392467532785172
U300,U359,0.2742447147844595
U300,U360,0.39177596292632033
U300,U361,0.7880144543413732
U300,U362,0.6731143449701179
U300,U363,0.6121134692380795
U300,U364,0.18006793259111287
U300,U365,0.5030296868100478
U300,U366,0.4289672854504095
U300,U367,0.4924502732949397
U300,U368,0.5587303205087688
U300,U369,0.6877755324539799
U300,U370,0.7773509587547602
U300,U371,0.681306570506938
U300,U372,0.3457043082480785
U300,U373,0.46182899912050895
U300,U374,0.6425602802338395
U300,U375,0.7717456974678335
U300,U376,0.21165274846295332
U300,U377,0.557463270825946
U300,U378,0.4244646955565111
U300,U379,0.6001019585842754
U300,U380,0.6072734003535458
U300,U381,0.4828017985662731
U300,U382,0.5840646050362079
U300,U384,0.5924996769548384
U300,U386,0.23247552034422958
U300,U387,0.49576701389341726
U300,U388,0.780876692959236
U300,U389,0.6919504878057554
U300,U391,0.5439296341717355
U300,U392,0.6406589389648792
