ASV,MannWU_stat,p_value,MSI_pos_mean,MSI_neg_mean,MSI_pooled_stdev,MSI_cohens_d
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Ruminococcus-gnavus-group_NA.10,2449.5,0.3312651725954172,0.00593788580969442,0.005289779113138998,0.010296580135758012,0.06294387923080155
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.36,2394.0,0.28263450100685017,0.0007457098564949923,0.0006066958088535724,0.0022172845771439883,0.06269562737881818
Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_Butyricicoccus_NA.25,2038.0,0.5883307648813654,0.0008413729270142848,0.0007921012090065531,0.0008392104597745966,0.05871199224681451
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.11,2133.0,0.7898932572113643,0.0008207701247399508,0.0006625689486284939,0.002716205635337347,0.05824344595022114
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_obesi.1,1835.0,0.1948336711970342,0.0014403156420523713,0.0013070501365170543,0.002301600036354456,0.05790124410425302
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Incertae-Sedis_NA.23,2282.0,0.7212250089592039,0.0013682019393516595,0.0013004107019533885,0.0011820779749346483,0.05734920947327423
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-010_NA.16,2060.0,0.5832461064871155,0.0008942955889804795,0.0007416832752475099,0.002777957733605616,0.05493687390804479
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.68,2249.5,0.6448335363819692,9.651852121781935e-05,8.168412948639505e-05,0.0002723993542142029,0.054458248530792
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_NA.22,2104.5,0.6479955161151001,0.0011135553128208177,0.0008965739219194108,0.004351921863917476,0.04985875153238307
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_hominis.1,2380.0,0.4517024976355287,0.0018586252825030039,0.0017405474099860749,0.0025832052792463854,0.04570982936028088
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.55,1886.0,0.27845131734073125,0.009880167790573461,0.009455788569115348,0.009300158946453762,0.04563139446341751
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_CAG-352_NA.8,1823.0,0.18299523644355808,0.00301209739190207,0.002767751831503881,0.005728106698984523,0.0426572990411485
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.288,2151.5,0.8448465417528963,0.0002590225673970977,0.00022218364949218652,0.0009691294802150412,0.03801237982847963
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_UBA1819_NA.4,2519.5,0.20374374980054333,0.0013325324600358408,0.001235301006576849,0.002724900375631395,0.03568257185786546
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_CAG-352_NA.6,2477.5,0.19303471115184956,0.0007409117043217409,0.0006896685816750624,0.0014577386669855157,0.03515247541086707
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Colidextribacter_NA.10,2291.0,0.6204808940873259,0.0003138825936852565,0.00029470260774143843,0.0005523350129907012,0.0347252763136726
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.103,2294.0,0.4739729018275116,0.00020288842767826693,0.00018348601036151035,0.0005610858141112186,0.03458012451712177
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.131,1975.0,0.4470526879540818,0.0037095701126923226,0.0035646475180964635,0.0051701288474085005,0.028030751045692175
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.39,2324.0,0.3526416332647331,0.0004971201694060632,0.0004270139486364741,0.0025060180723461604,0.02797514572748269
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NA.34,2299.0,0.654275583171855,0.0011985095088271863,0.0011370398057311043,0.0022027706998654284,0.027905629532768567
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.13,2034.5,0.5871340672320339,0.003362867766974198,0.003266173314693684,0.003849616518415712,0.02511794403882803
