ASV,MannWU_stat,p_value,mean_cancer,mean_normal
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_NK4A136_group_NA.20,14158.0,0.08382601027084145,0.0008936210212655134,0.00021691122952961065
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.374,14024.0,0.0797523141471997,0.0007111661248444239,0.0002672396665045421
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family_XIII_AD3011_group_NA.13,11756.0,0.07861093234703001,0.00048076593615654277,0.0004907938096188468
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.3,14108.0,0.07793815815794859,0.0005820554019769865,0.0003170391379818392
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.330,11538.0,0.07791271862127605,0.001401525354013,0.002590236841244415
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-004_NA.7,11435.0,0.07744649814022653,0.0013482631522124453,0.0017025212569455259
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.41,11735.0,0.07468190849783249,0.0003708895935298881,0.00045207559872510234
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_NK4A136_group_NA.1,11515.0,0.07405678012411447,0.0006227242836365299,0.0007854240515411099
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_NA.13,14622.0,0.07293786363793964,0.017134988445544255,0.01346857511608214
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.353,12040.0,0.06982905531465909,0.00038146959328395945,0.00034076816250990167
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.66,12087.0,0.0658428222576969,0.00025253889385367837,0.00017521422949942446
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_longum.1,12133.0,0.06519099606289008,0.0005174382921780499,0.0007713805754167446
