ASV,MannWU_stat,p_value,Cancer_pos_mean,Cancer_neg_mean
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.51,12357.0,0.21175816166877837,0.00018325026674062593,0.00026890408745047876
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_NK4A136_group_NA.48,14223.0,0.19606340351106188,0.001686241301657238,0.0013151960211078134
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_NA.4,13862.0,0.18809900115112188,0.002193737964874667,0.0006742980896879843
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.7,12325.5,0.1820082155649162,0.0004500161510709353,0.0005345281566714903
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.25,14257.0,0.17543871145306267,0.002259871681310975,0.0021832575418227634
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.136,12135.0,0.15782071104760031,0.0018742749829951811,0.0044805550456232185
Bacteria_Firmicutes_Clostridia_Clostridia_UCG-014_NA_NA_NA.15,14174.0,0.1578186515663611,0.001268482116490793,0.0015207632436782775
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium_coprostanoligenes_group_NA_NA.15,12390.0,0.15581095849445,0.00024354497503739213,0.0005480112284864771
Bacteria_Firmicutes_Clostridia_Clostridia_UCG-014_NA_NA_NA.30,14140.5,0.15570766761883273,0.0019623133001643207,0.001143811775661401
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.305,12348.0,0.14917364854283113,0.0004022032594585691,0.0003511829553664807
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.31,14019.0,0.14521980282821767,0.0010272232398852307,0.0005210091459494783
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.311,14368.5,0.14483999307373674,0.0029999336711827676,0.0028409472385918723
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_senegalensis.1,13922.0,0.13909170847768434,0.00021657488845727208,0.00012920523257487645
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_massiliensis.3,11859.5,0.13883457741875316,0.0013483068692906508,0.004658228124969171
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_eggerthii.2,11778.5,0.13757859193800479,0.0023867490390070438,0.0034531129850779783
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_comes.1,14431.0,0.12796782151211306,0.004738924427000588,0.004355411150033487
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.38,11700.0,0.12697387682467565,0.0040219565553622555,0.004278710493560433
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Anaerostipes_NA.18,14353.0,0.1257760480736507,0.0006911576608907293,0.0005764453103239531
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Incertae_Sedis_NA.20,14406.0,0.12320671457614076,0.0012267265259287119,0.0008180893615505753
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_NA.21,14347.0,0.12299294001279215,0.005241014451978877,0.0023980861356177724
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Butyricimonas_virosa.2,13879.0,0.11656473303547722,0.0002788613652505759,0.0001135423157976873
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Dorea_NA.31,14159.0,0.11488946604224443,0.00031154574515051875,0.00021906041900385853
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.1,11644.0,0.11348568545730012,0.003158979803923029,0.0037445930102736583
