0,component_1,component_2,pred,true
U237,-0.55309334344202,0.05063363710478966,0,1
U238,0.02997466961692561,-0.03686543790896731,1,4
U239,-0.3779194338405928,0.07052932110886329,0,2
U241,-0.44434905944368064,0.018942041114540994,0,4
U242,-0.30342516567898675,-0.1644773887082434,0,2
U243,-0.15518129204030678,0.3450268137145463,3,3
U244,-0.21482895333776525,0.33526709941074595,3,3
U245,0.027702791182701123,-0.05114477098794745,1,3
U246,-0.4058498617572227,0.3627620490691601,3,2
U247,-0.1793491441945492,0.2691896772383856,3,3
U248,-0.38192171554561616,0.22757183439190443,0,1
U249,0.2926023975666556,0.07680437442610037,4,1
U25,0.2380270928036186,-0.057571109098333184,1,3
U250,-0.6085582289591297,0.01837049653360561,0,1
U251,-0.4839713269347487,0.11632702847024017,0,2
U252,-0.2822152835443731,-0.08436689188719357,0,1
U253,-0.42755348504781887,0.12278049067696876,0,2
U254,-0.24469165745127647,-0.006362472769661061,0,2
U255,-0.43338591248794045,0.0432984471276911,0,4
U256,-0.625790126084918,0.06462064836742507,0,4
U257,-0.05419657803139061,0.44817416764625345,3,1
U258,-0.5424004524187057,0.22256653272435323,0,2
U26,0.5786903707783664,0.5705740749194372,4,2
U260,-0.38644881270949816,-0.056448874566257454,0,3
U261,-0.34229108330142655,-0.222926941579192,0,4
U262,-0.20604419159553045,-0.1284976825143976,0,2
U263,-0.5369191483248529,0.30189347177254783,0,2
U264,-0.6501566227699445,0.3882781128155247,0,3
U265,-0.5988740282216379,0.019187254021827325,0,2
U266,-0.6411526906205554,-0.1279871393646881,0,2
U267,-0.4428489554861442,0.1583322406543975,0,2
U268,-0.4489075327363965,0.10562370831227463,0,3
U269,-0.15826915403630254,-0.05824585937170764,0,4
U27,-0.3851916365235343,0.2150797041966183,0,3
U271,-0.5640706550402226,-0.12245578245354062,0,4
U272,-0.6507070626600908,-0.12138139947829327,0,3
U273,0.30746578919442663,0.9961513452417436,3,2
U275,0.03392369103454686,0.9249256367680685,3,2
U276,0.09325722216502233,0.6341237934839021,3,2
U277,0.44322586948642767,1.0966832198475283,3,4
U278,-0.15596802818657848,-0.14437817288321908,0,2
U279,0.17802125274484787,1.3613240311744232,3,2
U28,1.8512335196053658,-0.045679535365987706,2,1
U280,-0.027155058049486147,0.529840334357514,3,3
U281,0.11040430272866161,1.7904463806946165,3,3
U282,-0.2354474394395858,0.0859938115749466,0,2
U283,0.15220641046697292,-0.3862607857874578,1,2
U284,0.23574997030805997,0.4119844833197685,4,4
U285,-0.4905143231558781,-0.12411959105654578,0,3
U286,-0.5306386864654918,0.5158469423146841,3,4
U287,-0.05586686255719173,0.3697082425291712,3,3
U288,-0.01345387349655199,-0.16379549098607832,1,4
U289,-0.47290190299169477,0.0319462491736828,0,2
U290,-0.4032163560415825,0.19464605156575288,0,1
U291,-0.5558428262140171,0.2631421108968175,0,2
U292,-0.7184466498537597,0.018724747141970227,0,2
U293,-0.2202174181457146,-0.5267357873264396,0,3
U294,-0.3086474548427338,0.0349837952362186,0,2
U295,0.5914695457191024,0.3269297848978774,4,2
U296,0.10080441676509438,1.1298630803412004,3,2
U298,-0.23531795199838237,-0.3657273763873704,0,1
U299,-0.5543136635259298,-0.10682503797386422,0,N
U3,-0.343893457950201,-0.2209643930640654,0,1
U30,-0.24777612754197165,0.2364836450076581,0,3
U300,-0.3222503088973868,-0.09553699987187793,0,N
U301,-0.3093076476139213,0.5030434778424746,3,N
U302,-0.02724821252057836,0.005820743275957283,0,N
U303,-0.5811715233883986,-0.2542532221778978,0,N
U304,0.019837005080857187,-0.21557051370418795,1,N
U305,0.48768996122405495,-0.27756934777474485,1,N
U306,-0.13416363882686683,-0.3574530091951989,0,N
U307,-0.5316163215019208,-0.2864355324392952,0,N
U308,-0.2059145830352503,-0.4644870346876061,0,N
U309,-0.19311787090442253,-0.32860699482855804,0,N
U31,0.6885810146250654,-0.582211465016462,1,3
U310,-0.3219126208216593,-0.036304663768460296,0,N
U311,-0.11332302875895389,0.8191783324527544,3,N
U312,0.008114558278276077,-0.034133218393078424,0,N
U313,-0.36814613720920164,-0.402708654663444,0,N
U314,0.0130863565861742,-0.24457385653436853,1,N
U315,0.9416800052840519,-0.429399543132866,2,N
U316,0.053820208181396385,-0.012115179976907309,1,N
U317,-0.4032763051433835,-0.044415901742828244,0,N
U318,0.08176327935099018,-0.3818882917514699,1,N
U319,-0.34482682379026836,-0.2667181727023748,0,N
U32,-0.4545943508236382,0.5423099635292373,3,1
U320,-0.22505919623706436,0.7071994829883266,3,N
U321,-0.11749298820957393,0.7473709340396708,3,N
U322,-0.025584341479859843,1.0003935553115504,3,N
U323,-0.2544809835288761,-0.29304052250219065,0,N
U324,-0.22722419969301505,0.024143134631128584,0,N
U325,0.3118409265841349,-0.10648640615930673,1,N
U326,-0.38578671446584994,-0.020092289218203045,0,N
U327,-0.7622997945168846,-0.2116785339108732,0,N
U328,-0.20060721262331258,-0.3285258654206974,0,N
U329,0.37924427191968346,-0.4992998237206714,1,N
U33,-0.653754797848688,-0.39503469416778514,0,3
U330,-0.1520307789881214,-0.3725837247498452,0,N
U331,0.6042529015632734,-0.7982440971468729,1,N
U332,0.43737136201797416,-0.9751762361485887,1,N
U333,1.3294385563364455,0.04237285897907178,2,N
U334,-0.14286418009122387,-0.7341745401391795,1,N
U335,0.7512746440356675,-0.3575024871184479,1,N
U336,-0.04757733849956296,-0.11477001388969935,0,N
U337,0.07953384341921681,-0.4463759982832884,1,N
U338,1.0608371201174505,0.883315413014953,4,N
U339,1.3396619525815547,-0.3143013447131263,2,N
U34,-0.35161935654917453,0.4982042515212766,3,4
U340,0.7048153599517673,0.3574725957567656,4,N
U341,1.0356003891819738,-0.4901009627145206,2,N
U342,1.4297191827671383,-0.7154092701565167,2,N
U343,1.2310663330418077,-0.48159337328731744,2,N
U344,0.4739738351839644,-0.5836627971525532,1,N
U345,2.331092453419687,0.16215319240249224,2,N
U346,0.4664513248975866,-0.14373454602735153,1,N
U347,2.499799716339279,0.248869899408174,2,N
U348,0.7306186949561105,-0.37718812387149914,1,N
U349,1.0669740791001305,-0.10696832960062268,2,N
U35,0.07113347030496767,-0.4021693464900456,1,3
U350,0.2881122335461289,-0.3017172036570375,1,N
U351,0.5234305170328326,-0.5760883987523358,1,N
U352,0.9619370208318878,-0.8057364313217269,2,N
U353,1.2790366828887543,-0.4956053358247125,2,N
U354,0.6945440679749973,-0.6604592400404465,1,N
U355,1.6040117100872373,0.28577387737198373,2,N
U356,0.5681025582207632,-0.2859319578003587,1,N
U357,0.5358681057447635,0.4166246240430864,4,N
U358,0.6850202214801252,-0.40233082919064495,1,N
U359,0.6736934626315987,-0.3966860778651151,1,N
U36,0.324625410958918,-0.2298258612464283,1,4
U360,0.06102637915242172,-0.41992958756257115,1,N
U361,0.8749637840506662,-0.7142507730197815,2,N
U362,0.715563463287414,-0.7788813665898646,1,N
U363,1.6008983468518796,-0.595726661164643,2,N
U364,0.18716906402726963,-0.8030798651024027,1,N
U365,1.0995565559347233,-0.3782075231856237,2,N
U366,0.3092472250547634,-0.5543649339410797,1,N
U367,0.537136704596741,-0.0521466279613907,4,N
U368,0.470966150471345,0.3739375364825243,4,N
U369,-0.18266375149364364,-0.3281738249346939,0,N
U37,-0.810393217152008,-0.3062047284369688,0,3
U370,-0.19284597983986887,-0.4848538824759999,0,N
U371,0.15227780492231985,-0.5034514888683064,1,N
U372,-0.22844732840990709,-0.4178142319910604,0,N
U373,-0.08114207326417028,-0.7347153212650174,1,N
U374,-0.4137334292375998,-0.16444486210538664,0,N
U375,-0.5632281595376533,-0.4215024899675873,0,N
U376,-0.8252620718394936,-0.2394075648742725,0,N
U377,-0.37896907206212316,-0.13893557467871395,0,N
U378,0.1446116837553988,-0.4581619860740992,1,N
U379,-0.6186577911132812,0.053357242004131805,0,N
U38,-0.13763390007669288,0.6065456854102891,3,4
U380,-0.5915954194249062,-0.2907392501254303,0,N
U381,-0.2353605053679545,-0.632456297788421,0,N
U382,-0.34292219051007133,-0.2222386760523432,0,N
U384,-0.47722188231437995,-0.055951804378394844,0,N
U386,-0.6614157995796082,-0.1490658741462303,0,N
U387,-0.7045892992988296,-0.2022795750790474,0,N
U388,-0.42002475113738014,0.021998681255315428,0,N
U389,-0.516498672425603,-0.3181446190011636,0,N
U391,-0.6305957804777393,-0.13469076632780788,0,N
U392,-0.48610092404851274,-0.22315130980108105,0,N
U394,-0.41413127346554623,0.009339129058505605,0,N
U395,-0.9069895595718721,-0.2240303516562186,0,N
U397,-0.3093169062876042,-0.07658815831488383,0,N
U398,-0.5243137093944509,-0.5053886620387813,0,N
U40,-0.6608050406457904,-0.06958173799823764,0,1
U41,0.6497081745593131,-0.0023876689678450705,4,2
U42,0.03208846966717615,0.029864127465338675,4,3
U44,-0.26440088905629644,-0.21429808709828743,0,3
U46,0.09797143816878175,0.047464808681529885,4,2
U47,0.4650103999470982,0.2623503894460868,4,3
U48,0.1726099230598313,0.07856035970349302,4,2
U49,0.23527304298415325,-0.3325638474521184,1,2
U5,1.3363302834211814,-0.6057426737705313,2,2
U50,-0.20100773758969126,-0.30767516351532576,0,2
U51,0.7677936591687718,0.8339473409707931,4,2
U52,0.06211336576038927,0.08447014772310478,4,3
U53,-0.3077315896209317,-0.12664722592385294,0,1
U54,0.02709361307137348,0.7339389502732986,3,2
U55,0.341216047637615,0.49359208232785146,4,1
U56,0.03520450025465152,0.4636828027228679,3,2
U57,0.519629949816471,0.038132529347360236,4,3
U58,0.9197473399631009,0.2028494952084735,4,1
U59,0.7783928099019698,0.16193502733052736,4,2
U60,0.6149152041529206,-0.3335614349184387,1,4
U61,-0.13350928360541675,0.393710243851788,3,3
U63,-0.5923545816913229,0.07009985116111901,0,2
U65,-0.0025876101612969243,-0.23047022765614658,1,4
U66,-0.36988501002571267,0.5591462860318311,3,4
U67,0.2154246445937634,0.2278721283643462,4,1
U68,-0.10719564694397428,0.740723700075432,3,2
U69,-0.0478807903762818,0.24064369191178742,3,3
U70,0.2502992321112684,-0.08859669585779398,1,3
U71,0.252785989516903,0.19045110356182457,4,1
U72,-0.42696537123009576,0.27854508219566765,0,4
U73,-0.5965856127631382,-0.09808973891723552,0,2
U74,-0.21235782060447106,0.33384493382261926,3,4
U75,-0.322695771229733,0.049078722653417395,0,2
U76,-0.36636419254059716,-0.1953948564418489,0,1
U77,0.10856896229725287,-0.07298971365384223,1,3
U78,-0.40453361838585167,0.10901967099347634,0,2
U79,-0.16264240066221836,-0.004370174654139317,0,2
U8,1.2832970221587314,-0.12636870955440144,2,4
U80,-0.42497132695223094,0.09324550967722284,0,2
U81,0.40395001344966125,0.4162121605830207,4,1
U82,0.10511979069396998,0.09114444613895682,4,3
U83,-0.24604149968809758,0.15984516042691158,0,2
U84,0.03305571204837232,0.4651733635379145,3,3
U86,-0.3617734067245811,-0.13865446613750187,0,3
U87,-0.33604440826747783,-0.09445936845721215,0,3
U88,0.4774522784008976,0.12443772839800088,4,2
U89,0.024360080911465035,0.6677480467122965,3,2
U9,0.5442636355182252,0.4311702898267402,4,4
U90,-0.5879856021430209,-0.33885385551854713,0,3
U91,-0.28805532144031726,0.10294572274910166,0,2
U92,0.47061400173006274,-0.37512693204733105,1,3
U93,-0.5344989567423132,-0.3324498012718455,0,3
U94,-0.2036079164028169,-0.2578014846311901,0,2
U95,0.212304968199431,-0.16632684049799012,1,4
U96,-0.03983584195047981,0.16431924818365384,0,1
U97,-0.23379126156266475,0.09322694125586183,0,1
U98,-0.31202738744382064,-0.25392051443264446,0,2
U99,-0.37207839443111557,-0.08392013943233576,0,2
