ASV,MannWU_stat,p_value,Local_left_colon_pos_mean,Local_left_colon_neg_mean,Local_left_colon_pooled_stdev,Local_left_colon_cohens_d,Local_left_colon_cliffs_delta
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_putredinis.1,6315.0,0.3172522240968314,0.015113879967286798,0.0129683508680031,0.01218842815645429,0.17603000745814373,-0.08916867885477751
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Hungatella_hathewayi.2,5498.5,0.31737236760811127,0.00022702567886701206,0.00016681780115730075,0.0008692138563886357,0.06926704776642638,0.05165574335977923
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.2,5510.0,0.31741565703450325,0.0004166873540006554,0.0015017706918431665,0.00426394080149432,-0.25447898748083886,0.049672300793377026
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_NA.8,6240.0,0.3181440714812892,0.00057648790626345,0.0005312189955999874,0.001298194990639489,0.03487065578735842,-0.07623318385650224
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-010_NA.4,5282.5,0.3185360446597363,0.0027296347236746782,0.005026012324318215,0.007403163055238149,-0.31018871035384293,0.088909968954812
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Adlercreutzia_NA.6,5602.0,0.3203000663087736,4.114595122224607e-05,0.00013500754147924862,0.00041398026945590804,-0.22672962259859464,0.03380476026215937
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_distasonis.10,6195.0,0.3230785367011886,0.0005626019107308195,0.0015255017968477933,0.0055349368141091254,-0.1739676383770891,-0.06847188685753708
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_eutactus.1,6305.5,0.3231672603662521,0.0023802822647505666,0.002705769252661917,0.004488829680800656,-0.07251043391187306,-0.08753018282166264
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Ruminococcus-gauvreauii-group_NA.5,5291.0,0.32591009250037917,0.001871674027244874,0.0021260565165218226,0.00197570992175383,-0.12875497889443926,0.08744394618834081
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_copri.2,6248.0,0.32799109958102435,0.006026587558566548,0.003202280522843207,0.02372060105897274,0.11906557631915471,-0.0776129699896516
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_NA.1,6113.0,0.33997529786033986,0.0005942267946620618,0.0007670658750487086,0.003598218361592367,-0.0480346279790974,-0.05432907899275612
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.44,6224.0,0.34174909897529515,0.0025781275062251286,0.001410032424593718,0.0073559046180623165,0.15879693148320198,-0.07347361159020352
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.37,5391.0,0.34178755121811566,0.0006264752509340976,0.001096033533129127,0.0032136571490657675,-0.1461133719045086,0.07019661952397378
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.13,5366.0,0.3441382295835662,0.0009450439448305723,0.0012745759249522275,0.0029285237268922067,-0.11252494801241014,0.07450845119006554
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.304,6230.0,0.3477317553494834,0.002413209309134371,0.007641035785248733,0.028639018183530488,-0.18254209842712912,-0.07450845119006554
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.366,6280.0,0.3506159189120255,0.005223819256169355,0.004365452117346338,0.006723635429967063,0.12766414059234943,-0.08313211452224906
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.38,5486.5,0.3584878330769583,0.0012880807586049883,0.0034512090409171813,0.011220449888794285,-0.19278445193828464,0.05372542255950328
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Flavonifractor_plautii.2,5539.0,0.3619809466722347,0.00019523345207349057,0.00012656268961256872,0.0007889605663091469,0.08703953707366135,0.04467057606071059
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.60,5327.0,0.3622696993010537,0.011397930753524787,0.013768603752343588,0.014009033507480648,-0.16922459337061985,0.08123490858916868
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_intermedia.3,5519.5,0.36408463463357166,0.0009219758847399262,0.004658672387910571,0.01978897932685526,-0.18882714673917733,0.04803380476026216
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_copri.3,5533.0,0.36415854842854267,0.0010026382645222727,0.0008601061813976405,0.005820608360206271,0.024487488988106584,0.04570541566057261
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_CAG-873_NA.3,6170.0,0.36568396642794243,0.003335501717637086,0.0010602751581371647,0.011804585450484554,0.19274091149101114,-0.06416005519144533
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.128,6261.0,0.36990580468368073,0.004275728025019328,0.004815743789580057,0.008913267479685917,-0.06058561193091868,-0.07985512245601932
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_pectinoschiza.2,6257.0,0.3722707726237693,0.0016091554003297781,0.0013504811700700788,0.0014339782002705643,0.1803892347951262,-0.07916522938944463
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.66,6133.5,0.3723583049338728,0.0002943268865188466,0.0003290537963849077,0.0008768093415994929,-0.03960599895378809,-0.05786478095895136
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.2,6051.0,0.3732307494742031,0.000506805018229511,0.0002932740910956562,0.0027221276651717956,0.07844265714127656,-0.04363573646084857
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.57,6053.0,0.3761431074168301,0.00044481349646037044,0.0003360740471785222,0.0024445973867975915,0.044481537069912466,-0.043980682994135906
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.44,5439.0,0.38057208800726505,0.000579147776656189,0.002594888200502132,0.0059624741150779825,-0.3380711404261718,0.06191790272507761
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_NA_NA.1,6171.0,0.38711892169476303,0.0007077777579059302,0.00047057362024602285,0.0015265003608647752,0.1553908166294368,-0.064332528458089
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.6,5488.0,0.3875214505131599,0.0007397461366413195,0.002032211202920635,0.007691555413625336,-0.16803689199063124,0.05346671265953777
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_massiliensis.3,6191.0,0.3952838334381803,0.0013488314260531153,0.0013339116929307543,0.004198472739881649,0.0035536096210979627,-0.0677819937909624
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Oscillibacter_NA.3,6236.0,0.39548861743276065,0.0015541766210266004,0.0013141558598551788,0.0012170218155388103,0.19721976887091172,-0.07554329078992757
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.102,6205.0,0.3974329099701892,0.0006968882523917225,0.0005526094239471605,0.00097907809615704,0.1473619203727139,-0.07019661952397378
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003_NA.5,5364.5,0.40036694405939355,0.0016475934901465186,0.0018532398270530805,0.0015330363237614033,-0.13414316002767335,0.07476716109003105
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_vulgatus.5,6232.0,0.4012423183584759,0.030671898195512606,0.028013721021212815,0.040458586107187985,0.06570118805579149,-0.07485339772335288
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.113,5381.0,0.4124645655360114,0.0023117004095840575,0.0023355513507542394,0.003348816284874518,-0.007122200545281809,0.07192135219041049
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_fragilis.4,5376.0,0.4132361438291867,0.006862209732784159,0.006694441415916737,0.017919062447333975,0.009362561091603501,0.07278371852362883
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.25,5392.0,0.4246531975098179,0.0020343167365956794,0.0031907396370651356,0.006147012991278889,-0.18812761614627105,0.07002414625733011
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.1,5541.0,0.43202520624758367,0.00051935503376325,0.0009176998596721112,0.004029469021628449,-0.09885789511489436,0.04432562952742325
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.119,5393.5,0.433931394333953,0.00313336949087681,0.0034737143641441898,0.0029528224925377245,-0.11526086452114476,0.06976543635736461
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ovatus.2,6096.0,0.43659198911313246,0.0008435119025615513,0.0028128765022865437,0.012855155061738016,-0.15319648734433347,-0.05139703345981373
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.66,5588.0,0.43952719320163747,0.00027034172984516727,0.000180069120371903,0.0012111509354711966,0.07453456611346615,0.03621938599517075
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.88,5553.0,0.44004576487950275,0.0011073785025731823,0.0009115432193409599,0.006620005400714246,0.029582344934506146,0.04225595032769921
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.331,5536.5,0.44093122701411,0.0003682740570376415,0.00034860948946611054,0.0014246637560374235,0.013802953495655869,0.045101759227319765
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.31,6079.5,0.44244093662821493,0.0002541446825152896,0.00016293033555527428,0.0005344478009128184,0.17067026340874517,-0.04855122456019317
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.310,6009.0,0.44450397950109233,0.0003727689081531683,0.00014178428293780293,0.0013662042857641992,0.16907034154570957,-0.036391859261814416
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.77,6130.0,0.44468010930836066,0.0003437689424201086,0.0002579342578056322,0.000522618202507196,0.16423975323227386,-0.057261124525698516
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium-sensu-stricto-12_paraputrificum.1,5573.0,0.4470995930185918,0.000947310581390555,0.0007023657620467458,0.005936233672573224,0.0412626646547812,0.0388064849948258
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium-sensu-stricto-12_NA.25,5474.0,0.4476434806690007,0.0005053642343312581,0.0006225097741621501,0.0014485587628627853,-0.08087040915024905,0.055881338392549156
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_NA.12,6189.0,0.4495631148424778,0.022324481420264122,0.01385471168406596,0.03373029604261798,0.2511027393740236,-0.06743704725767506
Bacteria_Firmicutes_Bacilli_Acholeplasmatales_Acholeplasmataceae_Anaeroplasma_NA.1,6047.0,0.45086985262896173,0.0008298233274058894,0.0010214681749952466,0.005699442566102691,-0.03362519147559459,-0.04294584339427389
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.290,6149.0,0.4556968740768417,0.0031351540781523178,0.0044168056789468165,0.012646155610902753,-0.10134713190540974,-0.06053811659192825
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.286,6156.5,0.4568591924586082,0.0038207145644563656,0.004788187556593838,0.014794202266781077,-0.06539541468280705,-0.06183166609175578
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_CAG-352_NA.5,6020.5,0.4578571241451096,0.0003941806037985375,0.0001695330225433908,0.001222628690160257,0.1837414605620786,-0.03837530182821663
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.398,6181.0,0.45890527874722487,0.04313675448163636,0.03203957292083928,0.03750958703600209,0.29584920650141766,-0.0660572611245257
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_champanellensis.2,6093.0,0.46077516971464283,0.0005276685525068167,0.00037986732510748194,0.00114231705288816,0.12938721962142102,-0.050879613659882715
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Adlercreutzia_equolifaciens.3,5649.0,0.46498341516229647,4.694822790730969e-05,5.053648631431951e-05,0.000204600139648385,-0.017537907907474608,0.025698516729906865
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_vulgatus.1,6172.0,0.4695424625664488,0.016625769110063637,0.01404197174271975,0.022688115998442414,0.11388329324132818,-0.06450500172473267
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.3,6171.0,0.4707327994846583,0.02098120018672352,0.022326615743369062,0.01935332348654424,-0.06951857946160857,-0.064332528458089
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.141,6137.0,0.47127121143582584,0.0009394859647748095,0.0013802916563505037,0.0036198606176481786,-0.12177421678243662,-0.05846843739220421
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.62,5564.0,0.474438873680221,0.0002117450737546233,0.00031068874107732325,0.0009672574948193202,-0.10229299628345834,0.04035874439461883
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.39,6135.0,0.4765283924213416,0.0009043718280753163,0.000636157261394641,0.002247599063019199,0.11933381317590636,-0.05812349085891687
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Frisingicoccus_NA.1,6080.5,0.4778153048907987,0.00041391071165788857,0.0003867435957368287,0.0010807842106553191,0.025136484835013895,-0.04872369782683684
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.15,6008.5,0.48252241703741683,0.0013518982761049616,0.00020138100260879072,0.008119137344172007,0.14170437384237908,-0.03630562262849259
Bacteria_Fusobacteriota_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_nucleatum,5526.0,0.48275744778849317,0.0028300579136989945,0.006884041599206083,0.027171894273739266,-0.14919768363095426,0.046912728527078305
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.1,6160.0,0.4839351152637529,0.02000818191739081,0.01862170729523872,0.020055346988352964,0.0691324175521509,-0.06243532252500862
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Butyricimonas_NA.31,5615.0,0.48632233012645165,0.000125681680344682,0.00033218394850390145,0.0008754619102463696,-0.23587807275488007,0.031562607795791654
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.15,5619.0,0.4882492919527722,0.0002546281013259552,0.00018113371704515992,0.0011629074092865486,0.06319882708966879,0.03087271472921697
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_intestinalis.1,6128.5,0.4941994357380112,0.0025781214222152992,0.0018934821427918224,0.0045140213993451845,0.15166948023835075,-0.05700241462573301
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.41,6070.0,0.498641871527569,0.00037581729351955726,0.00035146993844716897,0.0008623648179531721,0.02823324255061435,-0.046912728527078305
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_NA.51,6145.0,0.502257244074922,0.011373311301284675,0.010644917569633237,0.007401598352863883,0.09841032935401074,-0.05984822352535357
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_massiliensis.1,6138.0,0.5109312362566489,0.0035102919489431988,0.003697772951529863,0.0025877644739106444,-0.07244902095102256,-0.058640910658847877
Bacteria_Firmicutes_Clostridia_Clostridia-vadinBB60-group_NA_NA_NA.20,5463.5,0.5121559309181025,0.003793982600216613,0.004138779514986556,0.007765341325531362,-0.044402029520106114,0.057692307692307696
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenellaceae-RC9-gut-group_NA.44,5561.0,0.5150951343507402,0.0020282169860933673,0.0009497917735154225,0.009250606637596276,0.11657886394120508,0.04087616419454985
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_massiliensis.2,5497.0,0.5189515763113601,0.0015182331734035137,0.002171501940149141,0.0061652064570506685,-0.10596056617025931,0.05191445325974474
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Peptostreptococcaceae_Romboutsia_sedimentorum.1,6006.5,0.5240194373908056,0.0006095864484226142,0.00019531135096945883,0.0023737428563754717,0.1745239996575377,-0.03596067609520524
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_pectinoschiza.1,6125.0,0.5272458081577698,0.004947192795876153,0.004657240934945741,0.003767614163777446,0.07695901128041828,-0.056398758192480164
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.99,5506.0,0.5287818574674215,0.0014408694419701445,0.0012131012221243203,0.0039006126571226804,0.058392934615004645,0.05036219385995171
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.79,5984.0,0.5298810884813642,0.00025133330133404096,0.0003878267825423324,0.001558629412367448,-0.08757276112284283,-0.03208002759572266
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.2,6121.0,0.5323019389782888,0.013960569504671975,0.013939176312592397,0.027829693954286645,0.0007687181941245342,-0.055708865125905484
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_plebeius.2,6024.0,0.5348305420976452,0.0010958698021620566,0.0004716884353556255,0.0062654058350718935,0.0996234534900274,-0.03897895826146947
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter_NA.120,5610.0,0.5356439257099662,0.00022594359602844726,0.0004186969507629981,0.0015860510542394866,-0.12153035945427135,0.032424974129010006
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_NA.19,6097.5,0.542528824079836,0.000897055291475974,0.0009537962231830004,0.0013347904917372982,-0.04250924175611649,-0.05165574335977923
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_NA.20,5488.5,0.5473160523894971,0.001344200088578184,0.0017192400959901368,0.0020515527517736528,-0.1828078790992408,0.053380476026215935
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.288,5605.5,0.548488035975728,0.000270156946543283,0.0003756928204129556,0.0015434713255004144,-0.06837566213642256,0.03320110382890652
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae-NK4A136-group_NA.1,6083.0,0.5502426885516939,0.0006456600352260629,0.0005318288476328038,0.0008203804125605234,0.13875415094075177,-0.04915488099344602
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Odoribacter_splanchnicus.3,6082.5,0.5509437087429552,0.0006042679251268722,0.0005297529447399358,0.0008056179186571656,0.0924941944081144,-0.04906864436012418
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_eggerthii.1,6033.0,0.5589395409306286,0.000809729831178576,0.0006842998995265863,0.0027101787206676342,0.04628105545050211,-0.040531217661262504
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_hominis.1,5517.5,0.5593185909921468,0.0014462256562393062,0.002027146981393657,0.0032521201489812425,-0.1786284941951883,0.0483787512935495
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.37,6025.0,0.5624982948043826,0.00042216653741487147,0.0005346136736729361,0.0013511926071130382,-0.08322065682280447,-0.039151431528113144
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.10,6097.0,0.5627898338227217,0.004758557693956014,0.004931862296698979,0.006308421007647451,-0.027471946233910916,-0.0515695067264574
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214-group_NA.25,6093.0,0.5667747444417883,0.0018585151586984446,0.0015324368159886517,0.001787228894836916,0.18244912201889363,-0.050879613659882715
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_NA.26,5974.0,0.5710843217380301,0.00046024948083574343,0.003590236926239025,0.01759073854164461,-0.17793382796255522,-0.030355294929285962
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_obesi.1,6083.0,0.5739596119343504,0.0013382000829242234,0.0012811775419050337,0.0016460248648024335,0.03464257572198573,-0.04915488099344602
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.356,5974.0,0.5753357910335558,0.00021967338633481682,0.0007579370092280458,0.0034175292511546217,-0.15750080930876453,-0.030355294929285962
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.34,6007.0,0.5763473202409488,0.0003243799149107415,0.00028955840298454285,0.0008083103177258003,0.04307938567970993,-0.03604691272852708
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.11,6063.5,0.5805537518837824,0.00133366928729702,0.001114582945152738,0.002882656194550413,0.07600155112443135,-0.045791652293894446
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_coprocola.4,6043.0,0.5848611022574184,0.0022046692225512286,0.0014973388875647612,0.0079412613424067,0.08907027542454633,-0.04225595032769921
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_NA.1,5561.0,0.585561050798172,0.0014787502260256349,0.011906531498358254,0.050101380008264224,-0.20813361369711883,0.04087616419454985
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.353,5955.0,0.5862835093731993,0.00041610374666076764,0.00022537279677696022,0.0015954785210175648,0.1195446678668936,-0.027078302863056226
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214-group_NA.35,5587.0,0.5863183553204312,0.0002796582945927102,0.000279584542440998,0.0005910432656703972,0.0001247829998174176,0.036391859261814416
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Ruminococcus-torques-group_NA.27,5517.0,0.5870305664992117,0.008068419433099243,0.007968938434582018,0.011704794603592457,0.008499166528449087,0.04846498792687134
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-004_NA.20,6047.5,0.5888133555080638,0.0005422833383629674,0.00038096546926453883,0.0007780606637592019,0.20733327954021077,-0.043032080027595725
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_NA.7,5908.0,0.5900430509717705,0.00014295070043224606,0.0007413592945841303,0.0037347528361625503,-0.16022709410852143,-0.018972059330803724
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family-XIII-AD3011-group_NA.13,5584.5,0.591860968679436,0.00035970567577059187,0.0009831844545024697,0.003442057257246225,-0.18113550476806545,0.036823042428423595
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.330,6054.0,0.5929274437569333,0.0013640157731744417,0.0014912015167372757,0.0037371016592515063,-0.03403325763107759,-0.04415315626077958
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214-group_NA.48,5546.0,0.5974280517631618,0.00083566450126379,0.0009495924634292091,0.0016208192918789174,-0.07029035422779882,0.0434632631942049
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_edouardi.1,5526.0,0.5990734312697381,0.0024742083931166494,0.0029630979706065748,0.0034216100056460048,-0.1428829050310257,0.046912728527078305
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.342,5575.0,0.6001039859912767,0.0005634542075498072,0.0028256090586426647,0.010497008285740208,-0.21550472187069813,0.038461538461538464
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.13,5528.0,0.6015872353065805,0.00304863617447947,0.00344333246903474,0.003235550085829474,-0.12198738516949427,0.04656778199379096
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.116,5978.0,0.6023263694259596,0.0003487383132692422,0.0001928749188334202,0.0009438402612994012,0.16513747169594373,-0.031045187995860642
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.31,5596.0,0.6024278217268619,0.000871605903562085,0.0016904782604219028,0.005690732759276883,-0.14389576729374853,0.034839599862021384
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.134,5931.0,0.6132508535847467,0.0003768340167967847,0.00010092530067800538,0.0016692257224647123,0.16529143566718077,-0.02293894446360814
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.7,5646.0,0.6167327800650021,0.000458384385822231,0.00039169054505242457,0.0021982513891035055,0.030339496701969837,0.026215936529837874
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.55,5942.0,0.6177638875088942,0.0002468583328125295,0.00017686689747588755,0.0008264370354247651,0.08469058420242308,-0.024836150396688513
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.63,5968.0,0.6226983499363126,0.0003288631340683645,0.0003164149388970501,0.0009405742193598225,0.013234676131977074,-0.029320455329423938
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Coprobacter_NA.10,6003.0,0.6244671503149788,0.0004695089694859536,0.0002942517096794309,0.0009657499087458067,0.1814727169212209,-0.0353570196619524
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Family-XI_Parvimonas_micra.1,5601.0,0.6260061928435976,0.0005222397364392463,0.0013523128382807088,0.0032620420247505147,-0.2544642575243793,0.03397723352880304
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_NA.34,5614.0,0.627230797772125,0.0010160370542719723,0.0011846109361303913,0.00444810391678973,-0.03789791898119177,0.03173508106243532
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.43,6004.0,0.6308140009330545,0.0003690390812624056,0.0004430324322384376,0.0010068106961982459,-0.07349281374883442,-0.03552949292859607
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Ruminococcus-gnavus-group_NA.10,6044.0,0.6322650221234641,0.008168386013177199,0.003613043683991846,0.029182940061224173,0.15609607255569521,-0.04242842359434288
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.3,5644.5,0.6325457517808966,0.0010821964398604928,0.00033120295593453005,0.006343260145571729,0.11839235136055962,0.02647464642980338
